21,295,160,159,294,ratio_21_295,ratio_21_160,ratio_21_159,ratio_21_294,ratio_295_21,ratio_295_160,ratio_295_159,ratio_295_294,ratio_160_21,ratio_160_295,ratio_160_159,ratio_160_294,ratio_159_21,ratio_159_295,ratio_159_160,ratio_159_294,ratio_294_21,ratio_294_295,ratio_294_160,ratio_294_159
0.3182086958496713,0.5132705212899906,0.717086083611665,0.1370987800985149,0.03457459882992651,0.661979728512147,0.6748778715766478,0.6159859887524628,0.5619232948696007,-0.2298308881886866,-1.1911580710475946,-0.08238902906507657,-0.01417054494769968,-0.354891221722552,1.3068532351872588,-0.015324564624773603,0.060059241819158234,-0.009848739745491483,-0.4774041112097013,-0.5194941215541237,1.3192498716939203,0.04464021572907359,-0.5200767084332931,-0.5590116338689753,-1.1961013114346914
0.2822794668144625,-0.7990292926861507,-0.8640424137936917,-0.3200637095841047,-0.35179676189917786,-4.503570582222499,-4.389940664744734,0.17892917424264101,0.09166962877833852,0.48719609350738563,0.045435949769785273,-0.7499618377881995,-0.7347053992990444,0.5319880884407652,-0.087941044904793,-0.770171024006526,-0.7552890166054882,0.22134255583033285,3.2726879640307422,3.267927055636517,1.2880044684154086,0.23196626138373447,2.9251859941587695,2.9224619186031204,-1.1709322678473328
0.2722991254157933,0.2708207595693467,0.4053878445857192,-0.326172785170064,-0.31514840716302644,0.5829878147159309,0.5983159170551496,0.16727213235513874,0.16431900712738978,-0.09404342899799696,-0.9863706501734767,0.2948830125233155,0.29357818618354414,-0.17604106900388017,1.0580226055748594,0.38689131066508825,0.38498738219822165,0.22473208428409264,-0.6465374549683761,-0.6689998945890601,0.016695795327676993,0.2146545562853792,-0.6476248153207209,-0.6706465699569722,-0.056493499917278325
0.23956360562815862,-0.33832888754409235,-0.3486084542870997,-0.023773543665079538,0.029053353432111007,0.08865793816742092,0.10191141912234755,0.509343776225421,0.552760555555524,0.23806484507037629,-0.2144072586252115,-0.48656387824254627,-0.5075989913069138,0.24583479520903548,0.18488212063943593,-0.49442330772654125,-0.516982744973198,0.07504542300638138,0.1037561940912528,0.08470278734179432,-1.0905146557771375,0.0510900242570131,0.1890360740942685,0.16815889539712733,1.083167781688008
0.22678876863786213,-0.440915314338865,-0.47398428227518963,-0.18668222595732706,-0.17316417381215848,-0.1266472694438587,-0.1288742146590687,0.35838017412703604,0.3700758903904639,0.2939531536803875,0.10159847537450555,-0.4860084275064931,-0.4877414603784487,0.31590798120801233,-0.14561897882409186,-0.5019160953017142,-0.504155210009715,0.15678135897952614,0.10204834883817564,0.10689461899639113,-0.2781500954606995,0.14820868788213404,0.12127509138060825,0.12600329018407877,0.22995182586754928
-0.70218140875026,0.4648765209846337,0.6178302197877605,1.228586951456573,1.2193637834522035,0.6039498892139098,0.6132981800802799,0.865622580578316,0.872328689232346,-0.1251671400837644,-0.8483517263486482,-0.4841674978961706,-0.49620706855932556,-0.2055028177115421,0.8945805145092677,-0.474509558781917,-0.48868107719534953,-0.44608453249889374,0.0964260976697233,0.02988656990301774,-0.7064814691389995,-0.4218784466278108,0.14918359835169456,0.07907825789563734,0.6675160307732225
-0.8554794526338177,0.08336620188104359,0.1528948576652602,1.2570959708577165,1.2574136931667856,0.4281438603977584,0.4429435215872438,0.8649038657217163,0.8730488616462203,0.06868445976439733,-0.611099925475695,-0.5877022648737653,-0.595020176600263,0.03647722599733995,0.6213050046116823,-0.5920492784995692,-0.6008714637604122,-0.44378239511177,0.539783345562089,0.47012278041355354,-0.7760701515075293,-0.42416002736826275,0.6222243658113445,0.5487388038969743,0.7411386974367271
0.3557347795086672,-0.3574924654421402,-0.36428043278561095,-0.6611537631334979,-0.6192864669233752,0.06794056901657372,0.09077847939562937,-1.2166862278612118,-1.1601647122637322,0.24453053242748743,-0.3478276706049186,0.41946217008253467,0.3907445359801803,0.25002943027832875,0.32890377367166757,0.4607245382030927,0.43054485797392594,0.39121453963801067,-0.6801431564209248,-0.686572491691176,-0.29475436225436563,0.35952817223711037,-0.6745632498445455,-0.6817880671882002,0.24643069850333396
2.2703634734293523,3.970934363655181,4.083078798903025,4.987704795350185,5.038681458292494,0.9474562502601431,0.9179228749720915,1.0891052741531992,1.0854839691372253,-2.8924552045065046,0.8259749868843137,-0.3792196656235836,-0.4101784445397845,-3.0673598436340264,-0.8512606556500129,-0.4156626317336767,-0.4456908717829481,-3.3127095625820053,-0.14989946863983758,-0.10356386278820993,-1.1238698546952368,-3.1951855609834827,-0.08231349239198399,-0.03267062121274894,1.1203754708831861
0.4164152552125755,0.4935272772857497,0.5690729533479477,-0.020719005872099894,-0.09984102782379542,0.6609755976893148,0.6473782316479234,0.5248284746609977,0.4627538445603365,-0.2277398057159367,-0.12617388890068568,0.04138461603339224,0.12029202253926269,-0.2817772008939444,0.09112293948609874,0.049170928724207336,0.13064353541129567,0.06447737642772497,-0.5488413889037532,-0.5523457352022869,1.3345187675745518,0.10535593135189524,-0.5859431231715285,-0.5895195282725363,-1.2083652527858388
4.616142915772543,4.8286929896358854,4.156214698562745,4.85941420804504,5.774110296213416,0.9843076686211317,0.9483251899282215,1.1141459748259785,1.114359309867055,-5.671075142217896,3.2462961275722986,-0.2857645793823716,-0.39092625277506926,-5.118310754257528,-2.7874505586486205,-0.3990817859915383,-0.4859210166564921,-5.243931327720355,-0.2908096213287182,-0.13504828800708965,-2.9016500565529944,-5.8727220846907136,-0.1217622927924334,0.07112185689635979,3.406757861736743
